user_id,timestamp,question,answer,source
alexey_123,2025-04-19T16:42:00,Какой твой главный бизнес-тренд в 2026?,TouristaAI и туркомпания,voice
alexey_123,2025-04-19T16:43:00,Согласен жертвовать ради чести?,Да с оговоркой скорее да,voice
alexey_123,2025-04-19T16:44:00,Какую погоду любишь?,Весенняя капель,voice
alexey_123,2025-04-19T16:45:00,Какой совет дал бы дочерям о любви?,Раствориться в любви — путь к безграничному счастью,voice
alexey_123,2025-04-19T16:46:00,Что вызывает у тебя ностальгию?,Размышления о жизни,voice
alexey_123,2025-04-19T16:47:00,Какую песню Звуки Му любишь больше?,Досуги-буги,voice
alexey_123,2025-04-19T16:48:00,Какой плюс ИИ видишь для TouristaAI?,Совместная работа над кодом,voice
alexey_123,2025-04-19T16:49:00,Какое событие хочешь организовать в Венеции?,Катание на гондолах,voice
alexey_123,2025-04-19T16:50:00,Веришь в силу доброты?,Да,voice
alexey_123,2025-04-19T16:51:00,Какой школьный праздник запомнился?,Последний звонок,voice
alexey_123,2025-04-19T16:52:00,Какой твой главный бизнес-риск в 2026?,Персонал,voice
alexey_123,2025-04-19T16:53:00,Согласен жертвовать ради гармонии?,Да с оговоркой скорее да,voice
alexey_123,2025-04-19T16:54:00,Какой аромат любишь кроме сирени?,Цветущая липа,voice
alexey_123,2025-04-19T16:55:00,Какой урок хочешь передать Ульяне и Олесе о жизни?,Верьте в свои силы,voice
alexey_123,2025-04-19T16:56:00,Что вызывает у тебя вдохновение?,Хорошее настроение,voice
alexey_123,2025-04-19T16:57:00,Какую песню АукцЫона любишь больше?,Я хочу на берег,voice
alexey_123,2025-04-19T16:58:00,Какой минус ИИ видишь для TouristaAI?,Ошибки кода и память,voice
alexey_123,2025-04-19T16:59:00,Какую мечту хочешь исполнить для Ульяны и Олеси?,Ту о которой они расскажут,voice
alexey_123,2025-04-19T17:00:00,Веришь в силу смирения?,Да,voice
alexey_123,2025-04-19T17:01:00,Какое место в Шерегеше любишь больше?,Трасса Б (объездная),voice
alexey_123,2025-04-19T17:02:00,Кто из коллег по прошлой работе запомнился?,Любовь Васильевна Смирнова и Антонов Анатолий Андреевич (руководители в ОАО Автокомбинат 3),voice
alexey_123,2025-04-19T17:02:00,Кто из коллег по прошлой работе запомнился?,Любовь Васильевна Смирнова и Антонов Анатолий Андреевич (руководители в ОАО Автокомбинат 3),voice
alexey_123,2025-04-19T17:03:00,Какую детскую игру с Виталькой любишь вспоминать?,Войнушка,voice
alexey_123,2025-04-19T17:04:00,Какой рабочий момент в жизни был самым стрессовым?,Кризис с топливом в Газпромнефти,voice
alexey_123,2025-04-19T17:05:00,Какое природное явление тебя завораживает?,Летняя гроза,voice
alexey_123,2025-04-19T17:06:00,Какой творческий проект Ульяны или Олеси тебя удивил?,Аниме-рисунки Олеси,voice
alexey_123,2025-04-19T17:07:00,Какой спор в жизни запомнился?,Спор про сноуборд и лыжи,voice
alexey_123,2025-04-19T17:08:00,Какую роль хочешь сыграть в фильме своей жизни?,Моряк-первопроходец капитан судна,voice
alexey_123,2025-04-19T17:09:00,Какая случайная встреча изменила твою жизнь?,Встреча с Катей в библиотеке,voice
alexey_123,2025-04-19T17:10:00,Какой фильм напомнил тебе о себе?,Рокки 3,voice
alexey_123,2025-04-19T17:11:00,Какое чувство ты бы усилил в своей жизни?,Хитрость,voice
alexey_123,2025-04-19T17:12:00,Какая шутка или анекдот тебя рассмешил в жизни?,Анекдоты от Ульяны,voice
alexey_123,2025-04-19T17:03:00,Какую детскую игру с Виталькой любишь вспоминать?,Войнушка,voice
alexey_123,2025-04-19T17:04:00,Какой рабочий момент в жизни был самым стрессовым?,Кризис с топливом в Газпромнефти,voice
alexey_123,2025-04-19T17:05:00,Какое природное явление тебя завораживает?,Летняя гроза,voice
alexey_123,2025-04-19T17:06:00,Какой творческий проект Ульяны или Олеси тебя удивил?,Аниме-рисунки Олеси,voice
alexey_123,2025-04-19T17:07:00,Какой спор в жизни запомнился?,Спор про сноуборд и лыжи,voice
alexey_123,2025-04-19T17:08:00,Какую роль хочешь сыграть в фильме своей жизни?,Моряк-первопроходец капитан судна,voice
alexey_123,2025-04-19T17:09:00,Какая случайная встреча изменила твою жизнь?,Встреча с Катей в библиотеке,voice
alexey_123,2025-04-19T17:10:00,Какой фильм напомнил тебе о себе?,Рокки 3,voice
alexey_123,2025-04-19T17:11:00,Какое чувство ты бы усилил в своей жизни?,Хитрость,voice
alexey_123,2025-04-19T17:12:00,Какая шутка или анекдот тебя рассмешил в жизни?,Анекдоты от Ульяны,voice
alexey_123,2025-04-19T17:13:00,Какую еду готовил с Катей?,Шашлыки с Катей,voice
alexey_123,2025-04-19T17:14:00,Какой боксёрский приём любишь?,Хук на встречу,voice
alexey_123,2025-04-19T17:15:00,Какой запах из Автокомбината 3 запомнился?,Смазки и дизель,voice
alexey_123,2025-04-19T17:16:00,Какой совет дал бы молодому себе?,Заводи больше друзей,voice
alexey_123,2025-04-19T17:17:00,Какую песню пел с Ульяной или Олесей?,Кап кап кап дождик пошёл,voice
alexey_123,2025-04-19T17:18:00,Какой ритуал перед поездкой в Шерегеш?,Пельмени и водка после катания,voice
alexey_123,2025-04-19T17:19:00,Какой момент в жизни хотел бы переиграть?,Увольнение из Tablogix,voice
alexey_123,2025-04-19T17:20:00,Какое произведение искусства тронуло?,Исаакиевский собор,voice
alexey_123,2025-04-19T17:21:00,Какой страх преодолел?,Страх высоты,voice
alexey_123,2025-04-19T17:22:00,Какую мечту хочешь для Кати?,Квартиры для семьи,voice
alexey_123,2025-04-19T17:23:00,Какой вкус из детства запомнился?,Пирожное Песочное,voice
alexey_123,2025-04-19T17:24:00,Какой спортивный момент был самым ярким?,Бой за чемпионство Мирненского района,voice
alexey_123,2025-04-19T17:25:00,Какой урок получил от отца?,Ценить своих близких и любимых,voice
alexey_123,2025-04-19T17:26:00,Какой цвет ассоциируется с Ульяной и Олесей?,Бордовый и белый,voice
alexey_123,2025-04-19T17:27:00,Какое решение было морально сложным?,Уход от Лущенкова в Tablogix,voice
alexey_123,2025-04-19T17:28:00,Какую песню слушал в трудный день?,Нам с тобой (Кино),voice
alexey_123,2025-04-19T17:29:00,Какой предмет в доме важен?,Посудомоечная машина,voice
alexey_123,2025-04-19T17:30:00,Какое место хочешь показать Кате?,Куба,voice
alexey_123,2025-04-19T17:31:00,Какой запах связан с боксом?,Запах пота,voice
alexey_123,2025-04-19T17:31:00,Что ты делаешь первым делом после пробуждения?,Иду умываться,voice
alexey_123,2025-04-19T17:32:00,Согласен помочь другу даже если это неудобно?,Да,voice
alexey_123,2025-04-19T17:33:00,Что вызывает у тебя чувство гордости?,Достижение положительного результата в своей деятельности,voice
alexey_123,2025-04-19T17:34:00,Как зовут человека который тебя вдохновляет?,Ульяна и Олеся, а также Роберт Киосаки, Олег Тиньков, Генри Форд, Илон Маск, Павел Дуров, Опенгеймер, Королев, Циолковский, Жюль Верн, Иисус Христос, Даймлер Бенц, Киитиро Тоёда, Петр Первый, Иосиф Сталин, Иван 3, Александр 2 и т.д... этих людей много,voice
alexey_123,2025-04-19T17:35:00,Что важнее: свобода или стабильность?,Свобода,voice
alexey_123,2025-04-19T17:36:00,Какой твой главный бизнес-принцип?,Не отступать и не сдаваться,voice
alexey_123,2025-04-19T17:37:00,Какое событие из детства запомнилось ярче всего?,Как отец меня купает в бочке на даче в Новосибирске дачное общество Золотая горка,voice
alexey_123,2025-04-19T17:38:00,Чего ты боишься в личной жизни?,Не успеть добиться результата не реализовать свои постоянно меняющиеся планы,voice
alexey_123,2025-04-19T17:39:00,Какой напиток ты любишь больше всего?,Пиво,voice
alexey_123,2025-04-19T17:40:00,Где хочешь быть через 5 лет?,В своем коттедже на берегу финского залива в Ленинградской области,voice
